ID;Curr;ISOCountryCode;FinancialCentre;EventDate;EventDayOfWeek;Day;HolidayDate
15865;EGP;EG;Cairo;20180409;Mon;Easter Monday (Coptic);09/04/2018
15866;EGP;EG;Cairo;20180425;Wed;Sinai Liberation Day;25/04/2018
15867;EGP;EG;Cairo;20180501;Tue;Labour Day;01/05/2018
15868;EGP;EG;Cairo;20180615;Fri;Eid al-Fitr 1*;15/06/2018
15869;EGP;EG;Cairo;20180616;Sat;Eid al-Fitr 2*;16/06/2018
15870;EGP;EG;Cairo;20180701;Sun;Bank Holiday;01/07/2018
15871;EGP;EG;Cairo;20180723;Mon;Revolution Day;23/07/2018
15872;EGP;EG;Cairo;20180821;Tue;Wakfet Arafat*;21/08/2018
15873;EGP;EG;Cairo;20180822;Wed;Eid al-Adha 1*;22/08/2018
15874;EGP;EG;Cairo;20180823;Thu;Eid al-Adha 2*;23/08/2018
15875;EGP;EG;Cairo;20180911;Tue;Islamic (Hijri) New Year*;11/09/2018
15876;EGP;EG;Cairo;20181006;Sat;Armed Forces Day;06/10/2018
15877;EGP;EG;Cairo;20181120;Tue;Prophet's Birthday*;20/11/2018
15878;EGP;EG;Cairo;20190107;Mon;Christmas (Eastern);07/01/2019
15879;EGP;EG;Cairo;20190125;Fri;Police Day;25/01/2019
15880;EGP;EG;Cairo;20190425;Thu;Sinai Liberation Day;25/04/2019
15881;EGP;EG;Cairo;20190428;Sun;Easter Sunday (Coptic);28/04/2019
15882;EGP;EG;Cairo;20190429;Mon;Easter Monday (Coptic);29/04/2019
15883;EGP;EG;Cairo;20190501;Wed;Labour Day;01/05/2019
15884;EGP;EG;Cairo;20190605;Wed;Eid al-Fitr 1*;05/06/2019
15885;EGP;EG;Cairo;20190606;Thu;Eid al-Fitr 2*;06/06/2019
15886;EGP;EG;Cairo;20190701;Mon;Bank Holiday;01/07/2019
15887;EGP;EG;Cairo;20190723;Tue;Revolution Day;23/07/2019
15888;EGP;EG;Cairo;20190810;Sat;Wakfet Arafat*;10/08/2019
15889;EGP;EG;Cairo;20190811;Sun;Eid al-Adha 1*;11/08/2019
15890;EGP;EG;Cairo;20190812;Mon;Eid al-Adha 2*;12/08/2019
15891;EGP;EG;Cairo;20190901;Sun;Islamic (Hijri) New Year*;01/09/2019
15892;EGP;EG;Cairo;20191006;Sun;Armed Forces Day;06/10/2019
15893;EGP;EG;Cairo;20191109;Sat;Prophet's Birthday*;09/11/2019
15894;EGP;EG;Cairo;20200107;Tue;Christmas (Eastern);07/01/2020
15895;EGP;EG;Cairo;20200125;Sat;Police Day;25/01/2020
15896;EGP;EG;Cairo;20200419;Sun;Easter Sunday (Coptic);19/04/2020
15897;EGP;EG;Cairo;20200420;Mon;Easter Monday (Coptic);20/04/2020
15898;EGP;EG;Cairo;20200425;Sat;Sinai Liberation Day;25/04/2020
15899;EGP;EG;Cairo;20200501;Fri;Labour Day;01/05/2020
15900;EGP;EG;Cairo;20200524;Sun;Eid al-Fitr 1*;24/05/2020
15901;EGP;EG;Cairo;20200525;Mon;Eid al-Fitr 2*;25/05/2020
15902;EGP;EG;Cairo;20200701;Wed;Bank Holiday;01/07/2020
15903;EGP;EG;Cairo;20200723;Thu;Revolution Day;23/07/2020
15904;EGP;EG;Cairo;20200730;Thu;Wakfet Arafat*;30/07/2020
15905;EGP;EG;Cairo;20200731;Fri;Eid al-Adha 1*;31/07/2020
15906;EGP;EG;Cairo;20200801;Sat;Eid al-Adha 2*;01/08/2020
15907;EGP;EG;Cairo;20200820;Thu;Islamic (Hijri) New Year*;20/08/2020
15908;EGP;EG;Cairo;20201006;Tue;Armed Forces Day;06/10/2020
15909;EGP;EG;Cairo;20201029;Thu;Prophet's Birthday*;29/10/2020
16351;ERN;ER;Asmara;20171201;Fri;Id-Al Mewlid*;01/12/2017
16352;ERN;ER;Asmara;20171225;Mon;Christmas;25/12/2017
16353;ERN;ER;Asmara;20180101;Mon;New Year's Day;01/01/2018
16354;ERN;ER;Asmara;20180107;Sun;Christmas (Ge'ez);07/01/2018
16355;ERN;ER;Asmara;20180119;Fri;Epiphany (Ge'ez);19/01/2018
16356;ERN;ER;Asmara;20180308;Thu;Women's Day;08/03/2018
16357;ERN;ER;Asmara;20180406;Fri;Good Friday (Ge'ez);06/04/2018
16358;ERN;ER;Asmara;20180408;Sun;Easter (Ge'ez);08/04/2018
16359;ERN;ER;Asmara;20180501;Tue;May Day;01/05/2018
16360;ERN;ER;Asmara;20180524;Thu;Liberation Day;24/05/2018
16361;ERN;ER;Asmara;20180615;Fri;Id-Al Fetir*;15/06/2018
16362;ERN;ER;Asmara;20180620;Wed;Martyrs' Day;20/06/2018
16363;ERN;ER;Asmara;20180822;Wed;Id-Al Adha*;22/08/2018
16364;ERN;ER;Asmara;20180901;Sat;Start of Armed Struggle;01/09/2018
16365;ERN;ER;Asmara;20180911;Tue;New Year's (Ge'ez);11/09/2018
16366;ERN;ER;Asmara;20180927;Thu;Meskel;27/09/2018
16367;ERN;ER;Asmara;20181120;Tue;Id-Al Mewlid*;20/11/2018
16368;ERN;ER;Asmara;20181225;Tue;Christmas;25/12/2018
16369;ERN;ER;Asmara;20190101;Tue;New Year's Day;01/01/2019
16370;ERN;ER;Asmara;20190107;Mon;Christmas (Ge'ez);07/01/2019
16371;ERN;ER;Asmara;20190119;Sat;Epiphany (Ge'ez);19/01/2019
16372;ERN;ER;Asmara;20190308;Fri;Women's Day;08/03/2019
16373;ERN;ER;Asmara;20190426;Fri;Good Friday (Ge'ez);26/04/2019
16374;ERN;ER;Asmara;20190428;Sun;Easter (Ge'ez);28/04/2019
16375;ERN;ER;Asmara;20190501;Wed;May Day;01/05/2019
16376;ERN;ER;Asmara;20190524;Fri;Liberation Day;24/05/2019
16377;ERN;ER;Asmara;20190605;Wed;Id-Al Fetir*;05/06/2019
16378;ERN;ER;Asmara;20190620;Thu;Martyrs' Day;20/06/2019
16379;ERN;ER;Asmara;20190811;Sun;Id-Al Adha*;11/08/2019
16380;ERN;ER;Asmara;20190901;Sun;Start of Armed Struggle;01/09/2019
16381;ERN;ER;Asmara;20190912;Thu;New Year's (Ge'ez);12/09/2019
16382;ERN;ER;Asmara;20190928;Sat;Meskel;28/09/2019
16383;ERN;ER;Asmara;20191109;Sat;Id-Al Mewlid*;09/11/2019
16384;ERN;ER;Asmara;20191225;Wed;Christmas;25/12/2019
16385;ERN;ER;Asmara;20200101;Wed;New Year's Day;01/01/2020
16386;ERN;ER;Asmara;20200107;Tue;Christmas (Ge'ez);07/01/2020
16387;ERN;ER;Asmara;20200119;Sun;Epiphany (Ge'ez);19/01/2020
16388;ERN;ER;Asmara;20200308;Sun;Women's Day;08/03/2020
16389;ERN;ER;Asmara;20200417;Fri;Good Friday (Ge'ez);17/04/2020
16390;ERN;ER;Asmara;20200419;Sun;Easter (Ge'ez);19/04/2020
16391;ERN;ER;Asmara;20200501;Fri;May Day;01/05/2020
16392;ERN;ER;Asmara;20200524;Sun;Liberation Day;24/05/2020
16393;ERN;ER;Asmara;20200524;Sun;Id-Al Fetir*;24/05/2020
16394;ERN;ER;Asmara;20200620;Sat;Martyrs' Day;20/06/2020
16395;ERN;ER;Asmara;20200731;Fri;Id-Al Adha*;31/07/2020
16396;ERN;ER;Asmara;20200901;Tue;Start of Armed Struggle;01/09/2020
16397;ERN;ER;Asmara;20200911;Fri;New Year's (Ge'ez);11/09/2020
16398;ERN;ER;Asmara;20200927;Sun;Meskel;27/09/2020
16399;ERN;ER;Asmara;20201029;Thu;Id-Al Mewlid*;29/10/2020
16819;ETB;ET;Addis Ababa;20171201;Fri;Birth of Prophet Mohammed*;01/12/2017
16820;ETB;ET;Addis Ababa;20180107;Sun;Christmas (Ethiopian);07/01/2018
16821;ETB;ET;Addis Ababa;20180119;Fri;Epiphany (Ethiopian);19/01/2018
16822;ETB;ET;Addis Ababa;20180302;Fri;Victory of Adwa;02/03/2018
16823;ETB;ET;Addis Ababa;20180406;Fri;Good Friday (Ethiopian);06/04/2018
16824;ETB;ET;Addis Ababa;20180501;Tue;Labour Day;01/05/2018
16825;ETB;ET;Addis Ababa;20180505;Sat;Patriots'  Victory Day;05/05/2018
16826;ETB;ET;Addis Ababa;20180528;Mon;Downfall of the Dergue Regime;28/05/2018
16827;ETB;ET;Addis Ababa;20180615;Fri;Ramadan (Id Al Fater)*;15/06/2018
16828;ETB;ET;Addis Ababa;20180822;Wed;Id Al Adha (Arefa)*;22/08/2018
16829;ETB;ET;Addis Ababa;20180911;Tue;Ethiopian New Year;11/09/2018
16830;ETB;ET;Addis Ababa;20180927;Thu;Meskal*;27/09/2018
16831;ETB;ET;Addis Ababa;20181120;Tue;Birth of Prophet Mohammed*;20/11/2018
16832;ETB;ET;Addis Ababa;20190107;Mon;Christmas (Ethiopian);07/01/2019
16833;ETB;ET;Addis Ababa;20190119;Sat;Epiphany (Ethiopian);19/01/2019
16834;ETB;ET;Addis Ababa;20190302;Sat;Victory of Adwa;02/03/2019
16835;ETB;ET;Addis Ababa;20190426;Fri;Good Friday (Ethiopian);26/04/2019
16836;ETB;ET;Addis Ababa;20190501;Wed;Labour Day;01/05/2019
16837;ETB;ET;Addis Ababa;20190505;Sun;Patriots'  Victory Day;05/05/2019
16838;ETB;ET;Addis Ababa;20190528;Tue;Downfall of the Dergue Regime;28/05/2019
16839;ETB;ET;Addis Ababa;20190605;Wed;Ramadan (Id Al Fater)*;05/06/2019
16840;ETB;ET;Addis Ababa;20190811;Sun;Id Al Adha (Arefa)*;11/08/2019
16841;ETB;ET;Addis Ababa;20190911;Wed;Ethiopian New Year;11/09/2019
16842;ETB;ET;Addis Ababa;20190927;Fri;Meskal*;27/09/2019
16843;ETB;ET;Addis Ababa;20191109;Sat;Birth of Prophet Mohammed*;09/11/2019
16844;ETB;ET;Addis Ababa;20200107;Tue;Christmas (Ethiopian);07/01/2020
16845;ETB;ET;Addis Ababa;20200120;Mon;Epiphany (Ethiopian);20/01/2020
16846;ETB;ET;Addis Ababa;20200302;Mon;Victory of Adwa;02/03/2020
16847;ETB;ET;Addis Ababa;20200417;Fri;Good Friday (Ethiopian);17/04/2020
16848;ETB;ET;Addis Ababa;20200501;Fri;Labour Day;01/05/2020
16849;ETB;ET;Addis Ababa;20200505;Tue;Patriots'  Victory Day;05/05/2020
16850;ETB;ET;Addis Ababa;20200524;Sun;Ramadan (Id Al Fater)*;24/05/2020
16851;ETB;ET;Addis Ababa;20200528;Thu;Downfall of the Dergue Regime;28/05/2020
16852;ETB;ET;Addis Ababa;20200731;Fri;Id Al Adha (Arefa)*;31/07/2020
16853;ETB;ET;Addis Ababa;20200911;Fri;Ethiopian New Year;11/09/2020
16854;ETB;ET;Addis Ababa;20200927;Sun;Meskal*;27/09/2020
16855;ETB;ET;Addis Ababa;20201029;Thu;Birth of Prophet Mohammed*;29/10/2020
17183;EUR;EU;TARGET (Euro);20171225;Mon;Christmas Day;25/12/2017
17184;EUR;EU;TARGET (Euro);20171226;Tue;Christmas Holiday;26/12/2017
17185;EUR;EU;TARGET (Euro);20180101;Mon;New Year's Day;01/01/2018
17186;EUR;EU;TARGET (Euro);20180330;Fri;Good Friday;30/03/2018
17187;EUR;EU;TARGET (Euro);20180402;Mon;Easter Monday;02/04/2018
17188;EUR;EU;TARGET (Euro);20180501;Tue;Labour Day;01/05/2018
17189;EUR;EU;TARGET (Euro);20181225;Tue;Christmas Day;25/12/2018
17190;EUR;EU;TARGET (Euro);20181226;Wed;Christmas Holiday;26/12/2018
17191;EUR;EU;TARGET (Euro);20190101;Tue;New Year's Day;01/01/2019
17192;EUR;EU;TARGET (Euro);20190419;Fri;Good Friday;19/04/2019
17193;EUR;EU;TARGET (Euro);20190422;Mon;Easter Monday;22/04/2019
17194;EUR;EU;TARGET (Euro);20190501;Wed;Labour Day;01/05/2019
17195;EUR;EU;TARGET (Euro);20191225;Wed;Christmas Day;25/12/2019
17196;EUR;EU;TARGET (Euro);20191226;Thu;Christmas Holiday;26/12/2019
17197;EUR;EU;TARGET (Euro);20200101;Wed;New Year's Day;01/01/2020
17198;EUR;EU;TARGET (Euro);20200410;Fri;Good Friday;10/04/2020
17199;EUR;EU;TARGET (Euro);20200413;Mon;Easter Monday;13/04/2020
17200;EUR;EU;TARGET (Euro);20200501;Fri;Labour Day;01/05/2020
17386;FJD;FJ;Suva;20171201;Fri;Prophet's Birthday*;01/12/2017
17387;FJD;FJ;Suva;20171225;Mon;Christmas Day;25/12/2017
17388;FJD;FJ;Suva;20171226;Tue;Boxing Day;26/12/2017
17389;FJD;FJ;Suva;20180101;Mon;New Year's Day;01/01/2018
17390;FJD;FJ;Suva;20180330;Fri;Good Friday;30/03/2018
17391;FJD;FJ;Suva;20180331;Sat;Easter Saturday;31/03/2018
17392;FJD;FJ;Suva;20180402;Mon;Easter Monday;02/04/2018
17393;FJD;FJ;Suva;20180626;Tue;National Sports Day;26/06/2018
17394;FJD;FJ;Suva;20181010;Wed;Fiji Day;10/10/2018
17395;FJD;FJ;Suva;20181108;Thu;Diwali*;08/11/2018
17396;FJD;FJ;Suva;20181120;Tue;Prophet's Birthday*;20/11/2018
17397;FJD;FJ;Suva;20181225;Tue;Christmas Day;25/12/2018
17398;FJD;FJ;Suva;20181226;Wed;Boxing Day;26/12/2018
17399;FJD;FJ;Suva;20190101;Tue;New Year's Day;01/01/2019
17400;FJD;FJ;Suva;20190419;Fri;Good Friday;19/04/2019
17401;FJD;FJ;Suva;20190420;Sat;Easter Saturday;20/04/2019
17402;FJD;FJ;Suva;20190422;Mon;Easter Monday;22/04/2019
17403;FJD;FJ;Suva;20190626;Wed;National Sports Day;26/06/2019
17404;FJD;FJ;Suva;20191010;Thu;Fiji Day;10/10/2019
17405;FJD;FJ;Suva;20191029;Tue;Diwali*;29/10/2019
17406;FJD;FJ;Suva;20191109;Sat;Prophet's Birthday*;09/11/2019
17407;FJD;FJ;Suva;20191225;Wed;Christmas Day;25/12/2019
17408;FJD;FJ;Suva;20191226;Thu;Boxing Day;26/12/2019
17409;FJD;FJ;Suva;20200101;Wed;New Year's Day;01/01/2020
17410;FJD;FJ;Suva;20200410;Fri;Good Friday;10/04/2020
17411;FJD;FJ;Suva;20200411;Sat;Easter Saturday;11/04/2020
17412;FJD;FJ;Suva;20200413;Mon;Easter Monday;13/04/2020
17413;FJD;FJ;Suva;20200626;Fri;National Sports Day;26/06/2020
17414;FJD;FJ;Suva;20201012;Mon;Fiji Day OBS;12/10/2020
17415;FJD;FJ;Suva;20201029;Thu;Prophet's Birthday*;29/10/2020
17416;FJD;FJ;Suva;20201116;Mon;Diwali*;16/11/2020
17702;FKP;FK;Stanley;20171208;Fri;Battle Day;08/12/2017
17703;FKP;FK;Stanley;20171225;Mon;Christmas Day;25/12/2017
17704;FKP;FK;Stanley;20171226;Tue;Boxing Day;26/12/2017
17705;FKP;FK;Stanley;20171227;Wed;Christmas Holiday;27/12/2017
17706;FKP;FK;Stanley;20180101;Mon;New Year's Day;01/01/2018
17707;FKP;FK;Stanley;20180330;Fri;Good Friday;30/03/2018
17708;FKP;FK;Stanley;20180423;Mon;Queen's Birthday OBS;23/04/2018
17709;FKP;FK;Stanley;20180614;Thu;Liberation Day;14/06/2018
17710;FKP;FK;Stanley;20181001;Mon;Spring Holiday;01/10/2018
17711;FKP;FK;Stanley;20181210;Mon;Battle Day OBS;10/12/2018
17712;FKP;FK;Stanley;20181225;Tue;Christmas Day;25/12/2018
17713;FKP;FK;Stanley;20181226;Wed;Boxing Day;26/12/2018
17714;FKP;FK;Stanley;20181227;Thu;Christmas Holiday;27/12/2018
17715;FKP;FK;Stanley;20190101;Tue;New Year's Day;01/01/2019
17716;FKP;FK;Stanley;20190419;Fri;Good Friday;19/04/2019
17717;FKP;FK;Stanley;20190422;Mon;Queen's Birthday OBS;22/04/2019
17718;FKP;FK;Stanley;20190614;Fri;Liberation Day;14/06/2019
17719;FKP;FK;Stanley;20191007;Mon;Spring Holiday;07/10/2019
17720;FKP;FK;Stanley;20191209;Mon;Battle Day OBS;09/12/2019
17721;FKP;FK;Stanley;20191225;Wed;Christmas Day;25/12/2019
17722;FKP;FK;Stanley;20191226;Thu;Boxing Day;26/12/2019
17723;FKP;FK;Stanley;20191227;Fri;Christmas Holiday;27/12/2019
17724;FKP;FK;Stanley;20200101;Wed;New Year's Day;01/01/2020
17725;FKP;FK;Stanley;20200410;Fri;Good Friday;10/04/2020
17726;FKP;FK;Stanley;20200421;Tue;Queen's Birthday;21/04/2020
17727;FKP;FK;Stanley;20200615;Mon;Liberation Day OBS;15/06/2020
17728;FKP;FK;Stanley;20201005;Mon;Spring Holiday;05/10/2020
17989;GBP;GB;London;20171225;Mon;Christmas;25/12/2017
17990;GBP;GB;London;20171226;Tue;Boxing Day;26/12/2017
17991;GBP;GB;London;20180101;Mon;New Year's Day;01/01/2018
17992;GBP;GB;London;20180330;Fri;Good Friday;30/03/2018
17993;GBP;GB;London;20180402;Mon;Easter Monday;02/04/2018
17994;GBP;GB;London;20180507;Mon;Early May Bank Holiday;07/05/2018
17995;GBP;GB;London;20180528;Mon;Late May Bank Holiday;28/05/2018
17996;GBP;GB;London;20180827;Mon;Summer Bank Holiday;27/08/2018
17997;GBP;GB;London;20181225;Tue;Christmas;25/12/2018
17998;GBP;GB;London;20181226;Wed;Boxing Day;26/12/2018
17999;GBP;GB;London;20190101;Tue;New Year's Day;01/01/2019
18000;GBP;GB;London;20190419;Fri;Good Friday;19/04/2019
18001;GBP;GB;London;20190422;Mon;Easter Monday;22/04/2019
18002;GBP;GB;London;20190506;Mon;Early May Bank Holiday;06/05/2019
18003;GBP;GB;London;20190527;Mon;Late May Bank Holiday;27/05/2019
18004;GBP;GB;London;20190826;Mon;Summer Bank Holiday;26/08/2019
18005;GBP;GB;London;20191225;Wed;Christmas;25/12/2019
18006;GBP;GB;London;20191226;Thu;Boxing Day;26/12/2019
18007;GBP;GB;London;20200101;Wed;New Year's Day;01/01/2020
18008;GBP;GB;London;20200410;Fri;Good Friday;10/04/2020
18009;GBP;GB;London;20200413;Mon;Easter Monday;13/04/2020
18010;GBP;GB;London;20200504;Mon;Early May Bank Holiday;04/05/2020
18011;GBP;GB;London;20200525;Mon;Late May Bank Holiday;25/05/2020
18012;GBP;GB;London;20200831;Mon;Summer Bank Holiday;31/08/2020
18271;GEL;GE;Tbilisi;20180101;Mon;New Year's Day;01/01/2018
18272;GEL;GE;Tbilisi;20180102;Tue;New Year's Holiday;02/01/2018
18273;GEL;GE;Tbilisi;20180107;Sun;Christmas (Orthodox);07/01/2018
18274;GEL;GE;Tbilisi;20180119;Fri;Epiphany (Orthodox);19/01/2018
18275;GEL;GE;Tbilisi;20180303;Sat;Mother's Day;03/03/2018
18276;GEL;GE;Tbilisi;20180308;Thu;International Women's Day;08/03/2018
18277;GEL;GE;Tbilisi;20180406;Fri;Good Friday (Orthodox);06/04/2018
18278;GEL;GE;Tbilisi;20180407;Sat;Easter Saturday (Orthodox);07/04/2018
18279;GEL;GE;Tbilisi;20180409;Mon;Easter Monday (Orthodox);09/04/2018
18280;GEL;GE;Tbilisi;20180409;Mon;Memorial Day;09/04/2018
18281;GEL;GE;Tbilisi;20180509;Wed;Victory Day;09/05/2018
18282;GEL;GE;Tbilisi;20180512;Sat;St. Andrew's Day;12/05/2018
18283;GEL;GE;Tbilisi;20180526;Sat;Independence Day;26/05/2018
18284;GEL;GE;Tbilisi;20180828;Tue;Assumption (Orthodox);28/08/2018
18285;GEL;GE;Tbilisi;20181014;Sun;Svetitskhovloba;14/10/2018
18286;GEL;GE;Tbilisi;20181123;Fri;St. George's Day;23/11/2018
18287;GEL;GE;Tbilisi;20190101;Tue;New Year's Day;01/01/2019
18288;GEL;GE;Tbilisi;20190102;Wed;New Year's Holiday;02/01/2019
18289;GEL;GE;Tbilisi;20190107;Mon;Christmas (Orthodox);07/01/2019
18290;GEL;GE;Tbilisi;20190119;Sat;Epiphany (Orthodox);19/01/2019
18291;GEL;GE;Tbilisi;20190303;Sun;Mother's Day;03/03/2019
18292;GEL;GE;Tbilisi;20190308;Fri;International Women's Day;08/03/2019
18293;GEL;GE;Tbilisi;20190409;Tue;Memorial Day;09/04/2019
18294;GEL;GE;Tbilisi;20190426;Fri;Good Friday (Orthodox);26/04/2019
18295;GEL;GE;Tbilisi;20190427;Sat;Easter Saturday (Orthodox);27/04/2019
18296;GEL;GE;Tbilisi;20190429;Mon;Easter Monday (Orthodox);29/04/2019
18297;GEL;GE;Tbilisi;20190509;Thu;Victory Day;09/05/2019
18298;GEL;GE;Tbilisi;20190512;Sun;St. Andrew's Day;12/05/2019
18299;GEL;GE;Tbilisi;20190526;Sun;Independence Day;26/05/2019
18300;GEL;GE;Tbilisi;20190828;Wed;Assumption (Orthodox);28/08/2019
18301;GEL;GE;Tbilisi;20191014;Mon;Svetitskhovloba;14/10/2019
18302;GEL;GE;Tbilisi;20191123;Sat;St. George's Day;23/11/2019
18303;GEL;GE;Tbilisi;20200101;Wed;New Year's Day;01/01/2020
18304;GEL;GE;Tbilisi;20200102;Thu;New Year's Holiday;02/01/2020
18305;GEL;GE;Tbilisi;20200107;Tue;Christmas (Orthodox);07/01/2020
18306;GEL;GE;Tbilisi;20200119;Sun;Epiphany (Orthodox);19/01/2020
18307;GEL;GE;Tbilisi;20200303;Tue;Mother's Day;03/03/2020
18308;GEL;GE;Tbilisi;20200308;Sun;International Women's Day;08/03/2020
18309;GEL;GE;Tbilisi;20200409;Thu;Memorial Day;09/04/2020
18310;GEL;GE;Tbilisi;20200417;Fri;Good Friday (Orthodox);17/04/2020
18311;GEL;GE;Tbilisi;20200418;Sat;Easter Saturday (Orthodox);18/04/2020
18312;GEL;GE;Tbilisi;20200420;Mon;Easter Monday (Orthodox);20/04/2020
18313;GEL;GE;Tbilisi;20200509;Sat;Victory Day;09/05/2020
18314;GEL;GE;Tbilisi;20200512;Tue;St. Andrew's Day;12/05/2020
18315;GEL;GE;Tbilisi;20200526;Tue;Independence Day;26/05/2020
18316;GEL;GE;Tbilisi;20200828;Fri;Assumption (Orthodox);28/08/2020
18317;GEL;GE;Tbilisi;20201014;Wed;Svetitskhovloba;14/10/2020
18318;GEL;GE;Tbilisi;20201123;Mon;St. George's Day;23/11/2020
18745;GHS;GH;Accra;20171201;Fri;Farmers' Day;01/12/2017
18746;GHS;GH;Accra;20171225;Mon;Christmas Day;25/12/2017
18747;GHS;GH;Accra;20171226;Tue;Boxing Day;26/12/2017
18748;GHS;GH;Accra;20180101;Mon;New Year's Day;01/01/2018
18749;GHS;GH;Accra;20180306;Tue;Independence Day;06/03/2018
18750;GHS;GH;Accra;20180330;Fri;Good Friday;30/03/2018
18751;GHS;GH;Accra;20180402;Mon;Easter Monday;02/04/2018
18752;GHS;GH;Accra;20180501;Tue;May Day;01/05/2018
18753;GHS;GH;Accra;20180525;Fri;African Liberation Day;25/05/2018
18754;GHS;GH;Accra;20180615;Fri;Eid-el-Fitri*;15/06/2018
18755;GHS;GH;Accra;20180702;Mon;Republic Day OBS;02/07/2018
18756;GHS;GH;Accra;20180822;Wed;Eid-el-Adha*;22/08/2018
18757;GHS;GH;Accra;20180921;Fri;Founders' Day;21/09/2018
18758;GHS;GH;Accra;20181207;Fri;Farmers' Day;07/12/2018
18759;GHS;GH;Accra;20181225;Tue;Christmas Day;25/12/2018
18760;GHS;GH;Accra;20181226;Wed;Boxing Day;26/12/2018
18761;GHS;GH;Accra;20190101;Tue;New Year's Day;01/01/2019
18762;GHS;GH;Accra;20190306;Wed;Independence Day;06/03/2019
18763;GHS;GH;Accra;20190419;Fri;Good Friday;19/04/2019
18764;GHS;GH;Accra;20190422;Mon;Easter Monday;22/04/2019
18765;GHS;GH;Accra;20190501;Wed;May Day;01/05/2019
18766;GHS;GH;Accra;20190527;Mon;African Liberation Day OBS;27/05/2019
18767;GHS;GH;Accra;20190605;Wed;Eid-el-Fitri*;05/06/2019
18768;GHS;GH;Accra;20190701;Mon;Republic Day;01/07/2019
18769;GHS;GH;Accra;20190811;Sun;Eid-el-Adha*;11/08/2019
18770;GHS;GH;Accra;20190923;Mon;Founders' Day OBS;23/09/2019
18771;GHS;GH;Accra;20191206;Fri;Farmers' Day;06/12/2019
18772;GHS;GH;Accra;20191225;Wed;Christmas Day;25/12/2019
18773;GHS;GH;Accra;20191226;Thu;Boxing Day;26/12/2019
18774;GHS;GH;Accra;20200101;Wed;New Year's Day;01/01/2020
18775;GHS;GH;Accra;20200306;Fri;Independence Day;06/03/2020
18776;GHS;GH;Accra;20200410;Fri;Good Friday;10/04/2020
18777;GHS;GH;Accra;20200413;Mon;Easter Monday;13/04/2020
18778;GHS;GH;Accra;20200501;Fri;May Day;01/05/2020
18779;GHS;GH;Accra;20200524;Sun;Eid-el-Fitri*;24/05/2020
18780;GHS;GH;Accra;20200525;Mon;African Liberation Day;25/05/2020
18781;GHS;GH;Accra;20200701;Wed;Republic Day;01/07/2020
18782;GHS;GH;Accra;20200731;Fri;Eid-el-Adha*;31/07/2020
18783;GHS;GH;Accra;20200921;Mon;Founders' Day;21/09/2020
19159;GIP;GI;Gibraltar;20171225;Mon;Christmas Day;25/12/2017
19160;GIP;GI;Gibraltar;20171226;Tue;Boxing Day;26/12/2017
19161;GIP;GI;Gibraltar;20180101;Mon;New Year's Day;01/01/2018
19162;GIP;GI;Gibraltar;20180312;Mon;Commonwealth Day;12/03/2018
19163;GIP;GI;Gibraltar;20180330;Fri;Good Friday;30/03/2018
19164;GIP;GI;Gibraltar;20180402;Mon;Easter Monday;02/04/2018
19165;GIP;GI;Gibraltar;20180430;Mon;Workers Memorial Day OBS;30/04/2018
19166;GIP;GI;Gibraltar;20180501;Tue;May Day;01/05/2018
19167;GIP;GI;Gibraltar;20180528;Mon;Spring Bank Holiday;28/05/2018
19168;GIP;GI;Gibraltar;20180618;Mon;Queen's Birthday;18/06/2018
19169;GIP;GI;Gibraltar;20180827;Mon;Late Summer Bank Holiday;27/08/2018
19170;GIP;GI;Gibraltar;20180910;Mon;National Day;10/09/2018
19171;GIP;GI;Gibraltar;20181225;Tue;Christmas Day;25/12/2018
19172;GIP;GI;Gibraltar;20181226;Wed;Boxing Day;26/12/2018
19173;GIP;GI;Gibraltar;20190101;Tue;New Year's Day;01/01/2019
19174;GIP;GI;Gibraltar;20190311;Mon;Commonwealth Day;11/03/2019
19175;GIP;GI;Gibraltar;20190419;Fri;Good Friday;19/04/2019
19176;GIP;GI;Gibraltar;20190422;Mon;Easter Monday;22/04/2019
19177;GIP;GI;Gibraltar;20190426;Fri;Workers Memorial Day OBS;26/04/2019
19178;GIP;GI;Gibraltar;20190501;Wed;May Day;01/05/2019
19179;GIP;GI;Gibraltar;20190527;Mon;Spring Bank Holiday;27/05/2019
19180;GIP;GI;Gibraltar;20190617;Mon;Queen's Birthday;17/06/2019
19181;GIP;GI;Gibraltar;20190826;Mon;Late Summer Bank Holiday;26/08/2019
19182;GIP;GI;Gibraltar;20190910;Tue;National Day;10/09/2019
19183;GIP;GI;Gibraltar;20191225;Wed;Christmas Day;25/12/2019
19184;GIP;GI;Gibraltar;20191226;Thu;Boxing Day;26/12/2019
19185;GIP;GI;Gibraltar;20200101;Wed;New Year's Day;01/01/2020
19186;GIP;GI;Gibraltar;20200309;Mon;Commonwealth Day;09/03/2020
19187;GIP;GI;Gibraltar;20200410;Fri;Good Friday;10/04/2020
19188;GIP;GI;Gibraltar;20200413;Mon;Easter Monday;13/04/2020
19189;GIP;GI;Gibraltar;20200427;Mon;Workers Memorial Day OBS;27/04/2020
19190;GIP;GI;Gibraltar;20200501;Fri;May Day;01/05/2020
19191;GIP;GI;Gibraltar;20200525;Mon;Spring Bank Holiday;25/05/2020
19192;GIP;GI;Gibraltar;20200615;Mon;Queen's Birthday;15/06/2020
